SQRT_PSIN,N_E-44.5000-104522
0.000000000000000,2.872333178472153E+19
0.009999999633202186,2.873806054097289E+19
0.01999999926640437,2.880211568254129E+19
0.02999999889960656,2.891343826225176E+19
0.03999999853280874,2.906660503428948E+19
0.04999999816601093,2.925693575567721E+19
0.05999999779921312,2.950986876523631E+19
0.06999999743241531,2.978119803181910E+19
0.07999999706561749,3.003103963707048E+19
0.08999999669881968,3.031180766405778E+19
0.09999999633202186,3.073053410447063E+19
0.1099999959652241,3.129333254382887E+19
0.1199999955984262,3.195887926573428E+19
0.1299999952316284,3.266458944314207E+19
0.1399999948648306,3.334033142193572E+19
0.1499999944980328,3.391703770954092E+19
0.1599999941312350,3.433476569622832E+19
0.1699999937644372,3.454162701213458E+19
0.1799999933976394,3.449844194752521E+19
0.1899999930308416,3.418164288324633E+19
0.1999999926640437,3.358638119106710E+19
0.2099999922972459,3.272713497086960E+19
0.2199999919304481,3.163723596657965E+19
0.2299999915636503,3.037163876168368E+19
0.2399999911968525,2.900279171098830E+19
0.2499999908300547,2.761702429194425E+19
0.2599999904632568,2.630871416781619E+19
0.2699999900964590,2.517008695834726E+19
0.2799999897296612,2.428377713590070E+19
0.2899999893628634,2.371123776695283E+19
0.2999999889960656,2.348121400899253E+19
0.3099999886292678,2.358150429090039E+19
0.3199999882624699,2.394944467786303E+19
0.3299999878956721,2.446885919502824E+19
0.3399999875288743,2.497802259292987E+19
0.3499999871620765,2.535917392338329E+19
0.3599999867952787,2.557774803243456E+19
0.3699999864284809,2.564018171015540E+19
0.3799999860616831,2.556894973322218E+19
0.3899999856948853,2.539546186510114E+19
0.3999999853280874,2.515525332881865E+19
0.4099999849612896,2.488337565984510E+19
0.4199999845944918,2.461229263803704E+19
0.4299999842276940,2.437036710492511E+19
0.4399999838608962,2.418052353746160E+19
0.4499999834940984,2.405821586737812E+19
0.4599999831273006,2.401007206604206E+19
0.4699999827605028,2.403193161379035E+19
0.4799999823937049,2.410418190043574E+19
0.4899999820269071,2.419320574070650E+19
0.4999999816601093,2.425088821169102E+19
0.5099999812933115,2.421079380922485E+19
0.5199999809265137,2.399377829343890E+19
0.5299999805597159,2.356129860288285E+19
0.5399999801929181,2.295663959779333E+19
0.5499999798261203,2.226058568445181E+19
0.5599999794593225,2.156647393065209E+19
0.5699999790925246,2.096496182991974E+19
0.5799999787257268,2.053665690137413E+19
0.5899999783589289,2.033984085691657E+19
0.5999999779921312,2.040500326759666E+19
0.6099999776253333,2.072717844332272E+19
0.6199999772585356,2.127145918411713E+19
0.6299999768917377,2.197192031075362E+19
0.6399999765249399,2.273038124836502E+19
0.6499999761581421,2.344005552044336E+19
0.6599999757913443,2.399504589326817E+19
0.6699999754245464,2.430128113156508E+19
0.6799999750577487,2.429355213807138E+19
0.6899999746909509,2.394723263855237E+19
0.6999999743241530,2.326476832594104E+19
0.7099999739573551,2.229365255210861E+19
0.7199999735905575,2.112148777599715E+19
0.7299999732237595,1.987262762284211E+19
0.7399999728569617,1.869409781813512E+19
0.7499999724901639,1.774036820623731E+19
0.7599999721233662,1.715850004790688E+19
0.7699999717565683,1.706449079586840E+19
0.7799999713897705,1.751302936562623E+19
0.7899999710229726,1.846766863948210E+19
0.7999999706561749,1.977713786246726E+19
0.8099999702893771,2.121046584345811E+19
0.8199999699225792,2.247211721663055E+19
0.8299999695557814,2.323207978773168E+19
0.8399999691889837,2.317159417453827E+19
0.8499999688221859,2.205955289508754E+19
0.8599999684553880,1.985181161809981E+19
0.8699999680885901,1.681099703339782E+19
0.8799999677217925,1.364339015513441E+19
0.8899999673549945,1.161196285289165E+19
0.8999999669881967,1.236383805145898E+19
0.9099999666213988,1.581204260119284E+19
0.9199999662546011,2.117510102529247E+19
0.9299999658878033,2.750875308911102E+19
0.9399999655210055,3.371033158519728E+19
0.9499999651542076,3.480817783738126E+19
0.9599999647874099,2.850925063488275E+19
0.9699999644206121,1.789935185851285E+19
0.9799999640538142,7.849771440640765E+18
0.9899999636870164,4.195239222072520E+18
0.9999999633202187,1.266252766751075E+18
1.009999962953421,0.000000000000000
1.019999962586623,0.000000000000000
1.029999962219825,0.000000000000000
1.039999961853027,0.000000000000000
1.049999961486230,0.000000000000000
1.059999961119432,0.000000000000000
1.069999960752634,0.000000000000000
1.079999960385836,0.000000000000000
1.089999960019038,0.000000000000000
1.099999959652241,0.000000000000000
1.109999959285443,0.000000000000000
1.119999958918645,0.000000000000000
1.129999958551847,0.000000000000000
1.139999958185049,0.000000000000000
1.149999957818251,0.000000000000000
1.159999957451454,0.000000000000000
1.169999957084656,0.000000000000000
1.179999956717858,0.000000000000000
1.189999956351060,0.000000000000000
1.199999955984262,0.000000000000000
1.209999955617465,0.000000000000000
1.219999955250667,6660125591348069.
1.229999954883869,5115874861450733.
1.239999954517071,1358214052262398.
1.249999954150273,0.000000000000000
1.259999953783475,0.000000000000000
1.269999953416677,0.000000000000000
1.279999953049880,0.000000000000000
1.289999952683082,11808220137362.58
1.299999952316284,8153338858204.244
